Id,SalePrice
1461,126701.7560418455
1462,155170.01000185192
1463,167313.66454173333
1464,189573.51016476363
1465,199555.4619598346
1466,172249.30306005353
1467,180490.89245813762
1468,165400.55863670993
1469,187350.72186929674
1470,110586.22946876835
1471,198326.78909598535
1472,118092.0162577887
1473,114925.12811862046
1474,161778.97779071546
1475,141097.3850714545
1476,352095.070761488
1477,260563.57505583516
1478,290834.18218446395
1479,283631.28174860537
1480,504999.9990978544
1481,313730.60666832264
1482,220101.02602045855
1483,181933.77781431796
1484,180959.03366147925
1485,165185.21145219714
1486,202116.33465426043
1487,340101.38327549084
1488,263352.10585490376
1489,198528.06806574413
1490,198778.8136206723
1491,198933.63521518486
1492,99814.81549119258
1493,178025.06782830597
1494,286678.2083683606
1495,281162.37800689164
1496,215157.46631515084
1497,204396.30275158375
1498,165782.7447284495
1499,165885.92365913608
1500,155816.73215509055
1501,169538.51585925536
1502,157619.15829889735
1503,255775.02389336357
1504,234445.88342094657
1505,217227.66071931095
1506,214370.64348249199
1507,254393.9107653239
1508,198024.51405298372
1509,164003.69790216596
1510,138556.04572521345
1511,137355.4417296973
1512,169210.7674477158
1513,152610.13050859678
1514,171863.54538056222
1515,210182.2341820598
1516,148542.759047662
1517,164967.4891191103
1518,163409.3176650962
1519,218620.88356832796
1520,124624.38066829226
1521,128626.4288836453
1522,160241.1082521366
1523,112921.76253247466
1524,125272.19903032886
1525,118978.54297863072
1526,114106.66761737634
1527,105046.72181183058
1528,150221.73138129644
1529,138650.4338890829
1530,179225.40437581573
1531,104895.86180860335
1532,102897.64562473983
1533,159280.704334544
1534,137383.80166821263
1535,154343.37780940533
1536,115675.8258811928
1537,67767.29319615092
1538,177122.34263288748
1539,200748.89466259253
1540,116499.54392845604
1541,145762.18995894346
1542,147385.98109197692
1543,192237.80090758405
1544,92506.32821690233
1545,123697.63621054773
1546,126570.53136069738
1547,126007.77984503415
1548,145555.41754838437
1549,118709.93870285325
1550,124739.9584396777
1551,114469.87526025856
1552,125657.08101646404
1553,138543.1381842328
1554,132843.37152354617
1555,155763.62337682638
1556,88005.35825151594
1557,103726.57184349844
1558,104088.74933286756
1559,83471.21471858337
1560,132817.1709362415
1561,141675.6800361165
1562,131757.17958493525
1563,112244.11357839638
1564,157319.78809527413
1565,134646.95679002398
1566,221932.02186960858
1567,80805.37646902345
1568,195410.52467028607
1569,110101.37304671743
1570,136217.70812105123
1571,116518.59760191485
1572,143441.50071765104
1573,224520.7794692688
1574,126431.27826690189
1575,195878.26055748345
1576,230939.5003073506
1577,197396.4498252629
1578,136125.8683080942
1579,137412.79516699456
1580,198103.10972439367
1581,151845.27936327385
1582,125848.1699751526
1583,313182.39554371935
1584,235220.20883791588
1585,142631.11629654496
1586,75632.70092501308
1587,106796.17966456327
1588,140920.1012896499
1589,104883.86968813074
1590,147122.98766673257
1591,99290.1899494868
1592,122966.1044772253
1593,116386.2059798637
1594,150479.53295116202
1595,100540.62554084926
1596,212170.20420670992
1597,179339.37646360573
1598,187256.48800573198
1599,185796.09498691265
1600,189549.59565832643
1601,66613.30588174517
1602,113089.1100409419
1603,90335.85174453552
1604,249465.4772361952
1605,247491.3709347326
1606,177267.44610322235
1607,241005.8052321583
1608,209361.19719420752
1609,192548.53413055284
1610,145925.26962599074
1611,136997.85477649292
1612,183229.69853925516
1613,173931.34022884374
1614,125291.83191560378
1615,111897.18909728968
1616,95007.77899172972
1617,112594.01316805625
1618,131487.2405927593
1619,137031.67486571945
1620,186180.98170526818
1621,140808.38186641032
1622,135405.253127139
1623,252976.66456508433
1624,199900.5035196695
1625,121207.8043976892
1626,171961.06355516994
1627,179632.49531426065
1628,274147.78721830325
1629,172242.53424517356
1630,367206.222462244
1631,222408.53733827564
1632,246579.35415877667
1633,161403.40403126294
1634,181253.16335333826
1635,163214.56993385582
1636,161840.54674860244
1637,187726.183204947
1638,213920.54731518813
1639,197350.93486851634
1640,283167.69393780205
1641,180039.76010921702
1642,219677.55511710743
1643,240014.666629072
1644,232498.23581676235
1645,193645.16614429848
1646,155394.60437957087
1647,164507.57265855581
1648,136996.62701727953
1649,140087.13935206976
1650,116847.79015839135
1651,126637.23061597311
1652,119073.28133088448
1653,125781.41163552064
1654,156601.72349259295
1655,152449.48615037103
1656,154464.68412228848
1657,157902.97828118483
1658,155105.10522332237
1659,142647.4739833754
1660,147062.81112318972
1661,412508.1188031213
1662,382959.64821423596
1663,355463.8992842548
1664,509668.1406929745
1665,305781.13362874475
1666,290190.44548142096
1667,329597.1258619966
1668,311874.8828151308
1669,266242.7100196633
1670,315645.8406119311
1671,248305.06392345414
1672,429494.917329482
1673,293367.52772935474
1674,264866.1420634294
1675,186832.5216742682
1676,186870.44680591568
1677,203266.01106292554
1678,480803.6486311599
1679,338975.99750102736
1680,318008.7147098518
1681,252288.91711897837
1682,266553.57793322415
1683,204546.9925251106
1684,181164.52339254116
1685,170186.43792170385
1686,185707.21567471357
1687,165288.01849348992
1688,196985.95743886876
1689,193865.51375978073
1690,183668.61472451565
1691,172741.45301999064
1692,245140.34450205893
1693,165185.21145219714
1694,169435.12018460178
1695,164644.85143379626
1696,261336.5816836361
1697,174085.03285573475
1698,343807.3094595527
1699,310437.9450625635
1700,233283.6607301887
1701,267031.7878157039
1702,284763.3631039058
1703,264946.9442650319
1704,277820.9181478861
1705,226792.57882345936
1706,431533.38055218745
1707,214145.701839853
1708,214216.19035858975
1709,283134.44460140524
1710,234307.94929510748
1711,241471.26904822857
1712,280734.4350920727
1713,244845.1946226541
1714,224557.5071146593
1715,202317.8948678045
1716,204021.72177801724
1717,182168.79419656668
1718,154355.8139740804
1719,208200.30900044466
1720,250043.57496734953
1721,181440.67430924517
1722,139877.86433685513
1723,154924.12583775347
1724,226113.56680295
1725,227844.32175819465
1726,190078.76602924342
1727,175330.3890454948
1728,181869.23297978032
1729,170719.92871585127
1730,174546.20851255086
1731,118476.62079193846
1732,125108.89706474871
1733,112288.27902054718
1734,119934.13632132801
1735,135736.1262431836
1736,117775.18077533593
1737,342220.771191887
1738,239104.51219390403
1739,344185.960852157
1740,229774.14355324436
1741,181331.00942350668
1742,169538.51585925536
1743,179042.73583449953
1744,298664.06118464656
1745,222587.4963876288
1746,228204.40562401593
1747,218266.2790916474
1748,247079.32310382227
1749,146602.2433267039
1750,146133.29553665215
1751,247027.95746504606
1752,118741.67531561229
1753,162536.2104576742
1754,211766.29456630623
1755,156991.22115440544
1756,116246.66638341213
1757,121226.05677001252
1758,130393.63055948728
1759,159797.92011355844
1760,155709.85670476608
1761,142295.81417985924
1762,176243.97302439387
1763,167040.48463480003
1764,112517.48787183038
1765,189842.73279544714
1766,173764.23183965732
1767,215017.08154790223
1768,137439.41997794263
1769,173017.44043689425
1770,150225.94911341553
1771,126604.96858351755
1772,138876.62134305877
1773,116901.18489308692
1774,173339.7367597008
1775,141021.4844852797
1776,111837.96941590503
1777,103651.20786864497
1778,137516.06150465365
1779,105593.83859234916
1780,167975.4837865963
1781,128916.60355726245
1782,90553.37056254066
1783,140150.36253443593
1784,95146.72137693722
1785,117304.30634388891
1786,136213.43593538692
1787,175317.78144485585
1788,64341.52083311434
